Chapter Name,Section Name,Verse,Translation
பொருட்பால் , கொடுங்கோன்மை ,"மன்னர்க்கு	மன்னுதல்	செங்கோன்மை	அஃதின்றேல்			மன்னாவாம்	மன்னர்க்	கொளி.	","To rulers' rule stability is sceptre right; When this is not, quenched is the rulers' light. "
பொருட்பால் , கொடுங்கோன்மை ,"துளியின்மை	ஞாலத்திற்கு	எற்றற்றே	வேந்தன்			அளியின்மை	வாழும்	உயிர்க்கு.	","As lack of rain to thirsty lands beneath, Is lack of grace in kings to all that breathe. "
பொருட்பால் , கொடுங்கோன்மை ,"இன்மையின்	இன்னாது	உடைமை	முறைசெய்யா			மன்னவன்	கோற்கீழ்ப்	படின்.	","To poverty it adds a sharper sting, To live beneath the sway of unjust king. "
பொருட்பால் , கொடுங்கோன்மை ,"முறைகோடி	மன்னவன்	செய்யின்	உறைகோடி			ஒல்லாது	வானம்	பெயல்.	","Where king from right deflecting, makes unrighteous gain, The seasons change, the clouds pour down no rain. "
பொருட்பால் , கொடுங்கோன்மை ,"ஆபயன்	குன்றும்	அறுதொழிலோர்	நூல்மறப்பர்			காவலன்	காவான்	எனின்.	","Where guardian guardeth not, udder of kine grows dry, And Brahmans' sacred lore will all forgotten lie. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"தக்காங்கு	நாடித்	தலைச்செல்லா	வண்ணத்தால்			ஒத்தாங்கு	ஒறுப்பது	வேந்து.	","Who punishes, investigation made in due degree, So as to stay advance of crime, a king is he. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"கடிதோச்சி	மெல்ல	எறிக	நெடிதாக்கம்			நீங்காமை	வேண்டு	பவர்.	","For length of days with still increasing joys on Heav'n who call, Should raise the rod with brow severe, but let it gently fall. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"வெருவந்த	செய்தொழுகும்	வெங்கோல	னாயின்			ஒருவந்தம்	ஒல்லைக்	கெடும்.	","Where subjects dread of cruel wrongs endure, Ruin to unjust king is swift and sure. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"இறைகடியன்	என்றுரைக்கும்	இன்னாச்சொல்	வேந்தன்			உறைகடுகி	ஒல்லைக்	கெடும்.	","'Ah! cruel is our king', where subjects sadly say, His age shall dwindle, swift his joy of life decay. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"அருஞ்செவ்வி	இன்னா	முகத்தான்	பெருஞ்செல்வம்			பேஎய்கண்	டன்னது	உடைத்து.	","Whom subjects scarce may see, of harsh forbidding countenance; His ample wealth shall waste, blasted by demon's glance. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"கடுஞ்சொல்லன்	கண்ணிலன்	ஆயின்	நெடுஞ்செல்வம்			நீடின்றி	ஆங்கே	கெடும்.	","The tyrant, harsh in speach and hard of eye, His ample joy, swift fading, soon shall die. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"கடுமொழியும்	கையிகந்த	தண்டமும்	வேந்தன்			அடுமுரண்	தேய்க்கும்	அரம்.	","Harsh words and punishments severe beyond the right, Are file that wears away the monarch's conquering might. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"இனத்தாற்றி	எண்ணாத	வேந்தன்	சினத்தாற்றிச்			சீறிற்	சிறுகும்	திரு.	","Who leaves the work to those around, and thinks of it no more; If he in wrathful mood reprove, his prosperous days are o'er! "
பொருட்பால் , வெருவந்தசெய்யாமை ,"செருவந்த	போழ்திற்	சிறைசெய்யா	வேந்தன்			வெருவந்து	வெய்து	கெடும்.	","Who builds no fort whence he may foe defy, In time of war shall fear and swiftly die. "
பொருட்பால் , வெருவந்தசெய்யாமை ,"கல்லார்ப்	பிணிக்கும்	கடுங்கோல்	அதுவல்லது			இல்லை	நிலக்குப்	பொறை.	",Tyrants with fools their counsels share: Earth can no heavier burthen bear! 
பொருட்பால் , கண்ணோட்டம் ,"கண்ணோட்டம்	என்னும்	கழிபெருங்	காரிகை			உண்மையான்	உண்டிவ்	வுலகு.	","Since true benignity, that grace exceeding great, resides In kingly souls, world in happy state abides. "
பொருட்பால் , கண்ணோட்டம் ,"கண்ணோட்டத்	துள்ளது	உலகியல்	அஃதிலார்			உண்மை	நிலக்குப்	பொறை.	","The world goes on its wonted way, since grace benign is there; All other men are burthen for the earth to bear. "
பொருட்பால் , கண்ணோட்டம் ,"பண்என்னாம்	பாடற்கு	இயைபின்றேல்	கண்என்னாம்			கண்ணோட்டம்	இல்லாத	கண்.	","Where not accordant with the song, what use of sounding chords? What gain of eye that no benignant light affords? "
பொருட்பால் , கண்ணோட்டம் ,"உளபோல்	முகத்தெவன்	செய்யும்	அளவினால்			கண்ணோட்டம்	இல்லாத	கண்.	","The seeming eye of face gives no expressive light, When not with duly meted kindness bright. "
பொருட்பால் , கண்ணோட்டம் ,"கண்ணிற்கு	அணிகலம்	கண்ணோட்டம்	அஃதின்றேல்			புண்ணென்று	உணரப்	படும்	",Benignity is eyes' adorning grace; Without it eyes are wounds disfiguring face. 
பொருட்பால் , கண்ணோட்டம் ,"மண்ணோ	டியைந்த	மரத்தனையர்	கண்ணோ			டியைந்துகண்	ணோடா	தவர்.	",Whose eyes 'neath brow infixed diffuse no ray Of grace; like tree in earth infixed are they. 
பொருட்பால் , கண்ணோட்டம் ,"கண்ணோட்டம்	இல்லவர்	கண்ணிலர்	கண்ணுடையார்			கண்ணோட்டம்	இன்மையும்	இல்.	",Eyeless are they whose eyes with no benignant lustre shine; Who've eyes can never lack the light of grace benign. 
பொருட்பால் , கண்ணோட்டம் ,"கருமம்	சிதையாமல்	கண்ணோட	வல்லார்க்கு			உரிமை	உடைத்திவ்	வுலகு.	","Who can benignant smile, yet leave no work undone; By them as very own may all the earth be won. "
பொருட்பால் , கண்ணோட்டம் ,"ஒறுத்தாற்றும்	பண்பினார்	கண்ணும்கண்	ணோடிப்			பொறுத்தாற்றும்	பண்பே	தலை.	","To smile on those that vex, with kindly face, Enduring long, is most excelling grace. "
பொருட்பால் , கண்ணோட்டம் ,"பெயக்கண்டும்	நஞ்சுண்	டமைவர்	நயத்தக்க			நாகரிகம்	வேண்டு	பவர்.	","They drink with smiling grace, though poison interfused they see, Who seek the praise of all-esteemed courtesy. "
பொருட்பால் , ஒற்றாடல் ,"ஒற்றும்	உரைசான்ற	நூலும்	இவையிரண்டும்			தெற்றென்க	மன்னவன்	கண்.	","These two: the code renowned and spies, In these let king confide as eyes. "
பொருட்பால் , ஒற்றாடல் ,"எல்லார்க்கும்	எல்லாம்	நிகழ்பவை	எஞ்ஞான்றும்			வல்லறிதல்	வேந்தன்	தொழில்.	","Each day, of every subject every deed, 'Tis duty of the king to learn with speed. "
பொருட்பால் , ஒற்றாடல் ,"ஒற்றினான்	ஒற்றிப்	பொருள்தெரியா	மன்னவன்			கொற்றங்	கொளக்கிடந்தது	இல்.	","By spies who spies, not weighing things they bring, Nothing can victory give to that unwary king. "
பொருட்பால் , ஒற்றாடல் ,"வினைசெய்வார்	தம்சுற்றம்	வேண்டாதார்	என்றாங்கு			அனைவரையும்	ஆராய்வது	ஒற்று.	","His officers, his friends, his enemies, All these who watch are trusty spies. "
பொருட்பால் , ஒற்றாடல் ,"கடாஅ	உருவொடு	கண்ணஞ்சாது	யாண்டும்			உகாஅமை	வல்லதே	ஒற்று.	","Of unsuspected mien and all-unfearing eyes, Who let no secret out, are trusty spies. "
பொருட்பால் , ஒற்றாடல் ,"துறந்தார்	படிவத்த	ராகி	இறந்தாராய்ந்து			என்செயினும்	சோர்விலது	ஒற்று.	","As monk or devotee, through every hindrance making way, A spy, whate'er men do, must watchful mind display. "
பொருட்பால் , ஒற்றாடல் ,"மறைந்தவை	கேட்கவற்	றாகி	அறிந்தவை			ஐயப்பாடு	இல்லதே	ஒற்று.	","A spy must search each hidden matter out, And full report must render, free from doubt. "
பொருட்பால் , ஒற்றாடல் ,"ஒற்றொற்றித்	தந்த	பொருளையும்	மற்றுமோர்			ஒற்றினால்	ஒற்றிக்	கொளல்.	","Spying by spies, the things they tell To test by other spies is well. "
பொருட்பால் , ஒற்றாடல் ,"ஒற்றெற்	றுணராமை	ஆள்க	உடன்மூவர்			சொற்றொக்க	தேறப்	படும்.	",One spy must not another see: contrive it so; And things by three confirmed as truth you know. 
பொருட்பால் , ஒற்றாடல் ,"சிறப்பறிய	ஒற்ற஧ன்கண்	செய்யற்க	செய்யின்			புறப்படுத்தான்	ஆகும்	மறை.	","Reward not trusty spy in others' sight, Or all the mystery will come to light. "
பொருட்பால் , ஊக்கமுடைமை ,"உடையர்	எனப்படுவது	ஊக்கம்	அஃதில்லார்			உடையது	உடையரோ	மற்று.	",'Tis energy gives men o'er that they own a true control; They nothing own who own not energy of soul. 
பொருட்பால் , ஊக்கமுடைமை ,"உள்ளம்	உடைமை	உடைமை	பொருளுடைமை			நில்லாது	நீங்கி	விடும்.	","The wealth of mind man owns a real worth imparts, Material wealth man owns endures not, utterly departs. "
பொருட்பால் , ஊக்கமுடைமை ,"க்கம்	இழந்தேமென்று	அல்லாவார்	ஊக்கம்			ஒருவந்தம்	கைத்துடை	யார்.	","'Lost is our wealth,' they utter not this cry distressed, The men of firm concentred energy of soul possessed. "
பொருட்பால் , ஊக்கமுடைமை ,"க்கம்	அதர்வினாய்ச்	செல்லும்	அசைவிலா			ஊக்க	முடையா	னுழை.	","The man of energy of soul inflexible, Good fortune seeks him out and comes a friend to dwell. "
பொருட்பால் , ஊக்கமுடைமை ,"வெள்ளத்	தனைய	மலர்நீட்டம்	மாந்தர்தம்			உள்ளத்	தனையது	உயர்வு.	",With rising flood the rising lotus flower its stem unwinds; The dignity of men is measured by their minds. 
பொருட்பால் , ஊக்கமுடைமை ,"உள்ளுவ	தெல்லாம்	உயர்வுள்ளல்	மற்றது			தள்ளினுந்	தள்ளாமை	நீர்த்து.	","Whate'er you ponder, let your aim be loftly still, Fate cannot hinder always, thwart you as it will. "
பொருட்பால் , ஊக்கமுடைமை ,"சிதைவிடத்து	ஒல்கார்	உரவோர்	புதையம்பிற்			பட்டுப்பா	டூன்றுங்	களிறு.	","The men of lofty mind quail not in ruin's fateful hour, The elephant retains his dignity mind arrows' deadly shower. "
பொருட்பால் , ஊக்கமுடைமை ,"உள்ளம்	இலாதவர்	எய்தார்	உலகத்து			வள்ளியம்	என்னுஞ்	செருக்கு.	",The soulless man can never gain Th' ennobling sense of power with men. 
பொருட்பால் , ஊக்கமுடைமை ,"பரியது	கூர்ங்கோட்டது	ஆயினும்	யானை			஦வ்ருஉம்	புலிதாக்	குறின்.	","Huge bulk of elephant with pointed tusk all armed, When tiger threatens shrinks away alarmed! "
பொருட்பால் , ஊக்கமுடைமை ,"உரமொருவற்கு	உள்ள	வெறுக்கைஅஃ	தில்லார்			மரம்மக்க	ளாதலே	வேறு.	","Firmness of soul in man is real excellance; Others are trees, their human form a mere pretence. "
பொருட்பால் , மடியின்மை ,"குடியென்னும்	குன்றா	விளக்கம்	மடியென்னும்			மாசூர	மாய்ந்து	கெடும்.	","Of household dignity the lustre beaming bright, Flickers and dies when sluggish foulness dims its light. "
பொருட்பால் , மடியின்மை ,"மடியை	மடியா	ஒழுகல்	குடியைக்			குடியாக	வேண்டு	பவர்.	","Let indolence, the death of effort, die, If you'd uphold your household's dignity. "
பொருட்பால் , மடியின்மை ,"மடிமடிக்	கொண்டொழுகும்	பேதை	பிறந்த			குடிமடியும்	தன்னினும்	முந்து.	","Who fosters indolence within his breast, the silly elf! The house from which he springs shall perish ere himself. "
பொருட்பால் , மடியின்மை ,"குடிமடிந்து	குற்றம்	பெருகும்	மடிமடிந்து			மாண்ட	உஞற்றி	லவர்க்கு.	","His family decays, and faults unheeded thrive, Who, sunk in sloth, for noble objects doth not strive. "
பொருட்பால் , மடியின்மை ,"நெடுநீர்	மறவி	மடிதுயில்	நான்கும்			கெடுநீரார்	காமக்	கலன்.	","Delay, oblivion, sloth, and sleep: these four Are pleasure-boat to bear the doomed to ruin's shore. "
பொருட்பால் , மடியின்மை ,"படியுடையார்	பற்றமைந்தக்	கண்ணும்	மடியுடையார்			மாண்பயன்	எய்தல்	அரிது.	","Though lords of earth unearned possessions gain, The slothful ones no yield of good obtain. "
பொருட்பால் , மடியின்மை ,"இடிபுரிந்து	எள்ளுஞ்சொல்	கேட்பர்	மடிபுரிந்து			மாண்ட	உஞற்றி	லவர்.	","Who hug their sloth, nor noble works attempt, Shall bear reproofs and words of just contempt. "
பொருட்பால் , மடியின்மை ,"மடிமை	குடிமைக்கண்	தங்கின்தன்	ஒன்னார்க்கு			அடிமை	புகுத்தி	விடும்.	","If sloth a dwelling find mid noble family, Bondsmen to them that hate them shall they be. "
பொருட்பால் , மடியின்மை ,"குடியாண்மை	யுள்வந்த	குற்றம்	ஒருவன்			மடியாண்மை	மாற்றக்	கெடும்.	",Who changes slothful habits saves Himself from all that household rule depraves. 
பொருட்பால் , மடியின்மை ,"மடியிலா	மன்னவன்	எய்தும்	அடியளந்தான்			தாஅய	தெல்லாம்	ஒருங்கு.	","The king whose life from sluggishness is rid, Shall rule o'er all by foot of mighty god bestrid. "
பொருட்பால் , ஆள்வினையுடைமை ,"அருமை	உடைத்தென்று	அசாவாமை	வேண்டும்			பெருமை	முயற்சி	தரும்.	","Say not, 'Tis hard', in weak, desponding hour, For strenuous effort gives prevailing power. "
பொருட்பால் , ஆள்வினையுடைமை ,"வினைக்கண்	வினைகெடல்	ஓம்பல்	வினைக்குறை			தீர்ந்தாரின்	தீர்ந்தன்று	உலகு.	","In action be thou, 'ware of act's defeat; The world leaves those who work leave incomplete! "
பொருட்பால் , ஆள்வினையுடைமை ,"தாளாண்மை	என்னும்	தகைமைக்கண்	தங்கிற்றே			வேளாண்மை	என்னுஞ்	செருக்கு.	",In strenuous effort doth reside The power of helping others: noble pride! 
பொருட்பால் , ஆள்வினையுடைமை ,"தாளாண்மை	இல்லாதான்	வேளாண்மை	பேடிகை			வாளாண்மை	போலக்	கெடும்.	","Beneficent intent in men by whom no strenuous work is wrought, Like battle-axe in sexless being's hand availeth nought. "
பொருட்பால் , ஆள்வினையுடைமை ,"இன்பம்	விழையான்	வினைவிழைவான்	தன்கேளிர்			துன்பம்	துடைத்தூன்றும்	தூண்.	","Whose heart delighteth not in pleasure, but in action finds delight, He wipes away his kinsmen's grief and stands the pillar of their might. "
பொருட்பால் , ஆள்வினையுடைமை ,"முயற்சி	திருவினை	ஆக்கும்	முயற்றின்மை			இன்மை	புகுத்தி	விடும்.	","Effort brings fortune's sure increase, Its absence brings to nothingness. "
பொருட்பால் , ஆள்வினையுடைமை ,"மடியுளாள்	மாமுகடி	என்ப	மடியிலான்			தாளுளான்	தாமரையி	னாள்.	","In sluggishness is seen misfortune's lurid form, the wise declare; Where man unslothful toils, she of the lotus flower is there! "
பொருட்பால் , ஆள்வினையுடைமை ,"பொறியின்மை	யார்க்கும்	பழியன்று	அறிவறிந்து			ஆள்வினை	இன்மை	பழி.	",'Tis no reproach unpropitious fate should ban; But not to do man's work is foul disgrace to man! 
பொருட்பால் , ஆள்வினையுடைமை ,"தெய்வத்தான்	ஆகா	தெனினும்	முயற்சிதன்			மெய்வருத்தக்	கூலி	தரும்.	",Though fate-divine should make your labour vain; Effort its labour's sure reward will gain. 
பொருட்பால் , ஆள்வினையுடைமை ,"ஊழையும்	உப்பக்கம்	காண்பர்	உலைவின்றித்			தாழாது	உஞற்று	பவர்.	","Who strive with undismayed, unfaltering mind, At length shall leave opposing fate behind. "
பொருட்பால் , இடுக்கணழியாமை ,"இடுக்கண்	வருங்கால்	நகுக	அதனை			அடுத்தூர்வது	அஃதொப்ப	தில்.	","Smile, with patient, hopeful heart, in troublous hour; Meet and so vanquish grief; nothing hath equal power. "
பொருட்பால் , இடுக்கணழியாமை ,"வெள்ளத்	தனைய	இடும்பை	அறிவுடையான்			உள்ளத்தின்	உள்ளக்	கெடும்.	","Though sorrow, like a flood, comes rolling on, When wise men's mind regards it,- it is gone. "
பொருட்பால் , இடுக்கணழியாமை ,"இடும்பைக்கு	இடும்பை	படுப்பர்	இடும்பைக்கு			இடும்பை	படாஅ	தவர்.	","Who griefs confront with meek, ungrieving heart, From them griefs, put to grief, depart. "
பொருட்பால் , இடுக்கணழியாமை ,"மடுத்தவா	யெல்லாம்	பகடன்னான்	உற்ற			இடுக்கண்	இடர்ப்பாடு	உடைத்து.	","Like bullock struggle on through each obstructed way; From such an one will troubles, troubled, roll away. "
பொருட்பால் , இடுக்கணழியாமை ,"அடுக்கி	வரினும்	அழிவிலான்	உற்ற			இடுக்கண்	இடுக்கட்	படும்.	","When griefs press on, but fail to crush the patient heart, Then griefs defeated, put to grief, depart. "
பொருட்பால் , இடுக்கணழியாமை ,"அற்றேமென்று	அல்லற்	படுபவோ	பெற்றேமென்று			ஓம்புதல்	தேற்றா	தவர்.	","Who boasted not of wealth, nor gave it all their heart, Will not bemoan the loss, when prosperous days depart. "
பொருட்பால் , இடுக்கணழியாமை ,"இலக்கம்	உடம்பிடும்பைக்	கென்று	கலக்கத்தைக்			கையாறாக்	கொள்ளாதாம்	மேல்.	","'Man's frame is sorrow's target', the noble mind reflects, Nor meets with troubled mind the sorrows it expects. "
பொருட்பால் , இடுக்கணழியாமை ,"இன்பம்	விழையான்	இடும்பை	இயல்பென்பான்			துன்பம்	உறுதல்	இலன்.	","He seeks not joy, to sorrow man is born, he knows; Such man will walk unharmed by touch of human woes. "
பொருட்பால் , இடுக்கணழியாமை ,"இன்பத்துள்	இன்பம்	விழையாதான்	துன்பத்துள்			துன்பம்	உறுதல்	இலன்.	","Mid joys he yields not heart to joys' control. Mid sorrows, sorrow cannot touch his soul. "
பொருட்பால் , இடுக்கணழியாமை ,"இன்னாமை	இன்பம்	எனக்கொளின்	ஆகுந்தன்			ஒன்னார்	விழையுஞ்	சிறப்பு.	","Who pain as pleasure takes, he shall acquire The bliss to which his foes in vain aspire. "
பொருட்பால் , அமைச்சு ,"கருவியும்	காலமும்	செய்கையும்	செய்யும்			அருவினையும்	மாண்டது	அமைச்சு.	","A minister is he who grasps, with wisdom large, Means, time, work's mode, and functions rare he must discharge. "
பொருட்பால் , அமைச்சு ,"வன்கண்	குடிகாத்தல்	கற்றறிதல்	ஆள்வினையோடு			ஐந்துடன்	மாண்டது	அமைச்சு.	","A minister must greatness own of guardian power, determined mind, Learn'd wisdom, manly effort with the former five combined. "
பொருட்பால் , அமைச்சு ,"பிரித்தலும்	பேணிக்	கொளலும்	பிரிந்தார்ப்			பொருத்தலும்	வல்ல	தமைச்சு.	","A minister is he whose power can foes divide, Attach more firmly friends, of severed ones can heal the breaches wide. "
பொருட்பால் , அமைச்சு ,"தெரிதலும்	தேர்ந்து	செயலும்	ஒருதலையாச்			சொல்லலும்	வல்லது	அமைச்சு.	","A minister has power to see the methods help afford, To ponder long, then utter calm conclusive word. "
பொருட்பால் , அமைச்சு ,"அறனறிந்து	ஆன்றமைந்த	சொல்லான்எஞ்	ஞான்றுந்			திறனறிந்தான்	தேர்ச்சித்	துணை.	","The man who virtue knows, has use of wise and pleasant words. With plans for every season apt, in counsel aid affords. "
பொருட்பால் , அமைச்சு ,"மதிநுட்பம்	நூலோடு	உடையார்க்கு	அதிநுட்பம்			யாவுள	முன்நிற்	பவை.	","When native subtilty combines with sound scholastic lore, 'Tis subtilty surpassing all, which nothing stands before. "
பொருட்பால் , அமைச்சு ,"செயற்கை	அற஧ந்தக்	கடைத்தும்	உலகத்து			இயற்கை	அறிந்து	செயல்.	","Though knowing all that books can teach, 'tis truest tact To follow common sense of men in act. "
பொருட்பால் , அமைச்சு ,"அறிகொன்று	அறியான்	எனினும்	உறுதி			உழையிருந்தான்	கூறல்	கடன்.	","'Tis duty of the man in place aloud to say The very truth, though unwise king may cast his words away. "
பொருட்பால் , அமைச்சு ,"பழுதெண்ணும்	மந்திரியின்	பக்கததுள்	தெவ்வோர்			எழுபது	கோடி	உறும்.	",A minister who by king's side plots evil things Worse woes than countless foemen brings. 
பொருட்பால் , அமைச்சு ,"முறைப்படச்	சூழ்ந்தும்	முடிவிலவே	செய்வர்			திறப்பாடு	இலாஅ	தவர்.	","For gain of end desired just counsel nought avails To minister, when tact in execution fails. "
பொருட்பால் , சொல்வன்மை ,"நாநலம்	என்னும்	நலனுடைமை	அந்நலம்			யாநலத்து	உள்ளதூஉம்	அன்று.	","A tongue that rightly speaks the right is greatest gain, It stands alone midst goodly things that men obtain. "
பொருட்பால் , சொல்வன்மை ,"ஆக்கமுங்	கேடும்	அதனால்	வருதலால்			காத்தோம்பல்	சொல்லின்கட்	சோர்வு.	","Since gain and loss in life on speech depend, From careless slip in speech thyself defend. "
பொருட்பால் , சொல்வன்மை ,"கேட்டார்ப்	பிணிக்கும்	தகையவாய்க்	கேளாரும்			வேட்ப	மொழிவதாம்	சொல்.	","'Tis speech that spell-bound holds the listening ear, While those who have not heard desire to hear. "
பொருட்பால் , சொல்வன்மை ,"திறனறிந்து	சொல்லுக	சொல்லை	அறனும்			பொருளும்	அதனினூஉங்கு	இல்.	","Speak words adapted well to various hearers' state; No higher virtue lives, no gain more surely great. "
பொருட்பால் , சொல்வன்மை ,"சொல்லுக	சொல்லைப்	பிறிதோர்சொல்	அச்சொல்லை			வெல்லுஞ்சொல்	இன்மை	அறிந்து.	","Speak out your speech, when once 'tis past dispute That none can utter speech that shall your speech refute. "
பொருட்பால் , சொல்வன்மை ,"வேட்பத்தாஞ்	சொல்லிப்	பிறர்சொல்	பயன்கோடல்			மாட்சியின்	மாசற்றார்	கோள்.	","Charming each hearer's ear, of others' words to seize the sense, Is method wise of men of spotless excellence. "
பொருட்பால் , சொல்வன்மை ,"சொலல்வல்லன்	சோர்விலன்	அஞ்சான்	அவனை			இகல்வெல்லல்	யார்க்கும்	அரிது.	","Mighty in word, of unforgetful mind, of fearless speech, 'Tis hard for hostile power such man to overreach. "
பொருட்பால் , சொல்வன்மை ,"விரைந்து	தொழில்கேட்கும்	ஞாலம்	நிரந்தினிது			சொல்லுதல்	வல்லார்ப்	பெறின்.	","Swiftly the listening world will gather round, When men of mighty speech the weighty theme propound. "
பொருட்பால் , சொல்வன்மை ,"பலசொல்லக்	காமுறுவர்	மன்றமா	சற்ற			சிலசொல்லல்	தேற்றா	தவர்.	","Who have not skill ten faultless words to utter plain, Their tongues will itch with thousand words man's ears to pain. "
பொருட்பால் , சொல்வன்மை ,"இண்ருழ்த்தும்	நாறா	மலரனையர்	கற்றது			உணர	விரித்துரையா	தார்.	",Like scentless flower in blooming garland bound Are men who can't their lore acquired to other's ears expound. 
பொருட்பால் , வினைத்தூய்மை ,"துணைநலம்	ஆக்கம்	த்ருஉம்	வினைநலம்			வேண்டிய	எல்லாந்	தரும்.	",The good external help confers is worldly gain; By action good men every needed gift obtain. 
பொருட்பால் , வினைத்தூய்மை ,"என்றும்	ஒருவுதல்	வேண்டும்	புகழொடு			நன்றி	பயவா	வினை.	",From action evermore thyself restrain Of glory and of good that yields no gain. 
பொருட்பால் , வினைத்தூய்மை ,"ஒஓதல்	வேண்டும்	ஒளிமாழ்கும்	செய்வினை			ஆஅதும்	என்னு	மவர்.	",Who tell themselves that nobler things shall yet be won All deeds that dim the light of glory must they shun. 
பொருட்பால் , வினைத்தூய்மை ,"இடுக்கண்	படினும்	இளிவந்த	செய்யார்			நடுக்கற்ற	காட்சி	யவர்.	","Though troubles press, no shameful deed they do, Whose eyes the ever-during vision view. "
பொருட்பால் , வினைத்தூய்மை ,"எற்றென்று	இரங்குவ	செய்யற்க	செய்வானேல்			மற்றன்ன	செய்யாமை	நன்று.	","Do nought that soul repenting must deplore, If thou hast sinned, 'tis well if thou dost sin no more. "
பொருட்பால் , வினைத்தூய்மை ,"ஈன்றாள்	பசிகாண்பான்	ஆயினுஞ்	செய்யற்க			சான்றோர்	பழிக்கும்	வினை.	","Though her that bore thee hung'ring thou behold, no deed Do thou, that men of perfect soul have crime decreed. "
பொருட்பால் , வினைத்தூய்மை ,"பழிமலைந்து	எய்திய	ஆக்கத்தின்	சான்றோர்			கழிநல்	குரவே	தலை.	","Than store of wealth guilt-laden souls obtain, The sorest poverty of perfect soul is richer gain. "
பொருட்பால் , வினைத்தூய்மை ,"கடிந்த	கடிந்தொரார்	செய்தார்க்கு	அவைதாம்			முடிந்தாலும்	பீழை	தரும்.	","To those who hate reproof and do forbidden thing. What prospers now, in after days shall anguish bring. "
பொருட்பால் , வினைத்தூய்மை ,"அழக்கொண்ட	எல்லாம்	அழப்போம்	இழப்பினும்			பிற்பயக்கும்	நற்பா	லவை.	",What's gained through tears with tears shall go; From loss good deeds entail harvests of blessings grow. 
பொருட்பால் , வினைத்தூய்மை ,"சலத்தால்	பொருள்செய்தே	மார்த்தல்	பசுமண்			கலத்துள்நீர்	பெய்திரீஇ	யற்று.	","In pot of clay unburnt he water pours and would retain, Who seeks by wrong the realm in wealth and safety to maintain. "
பொருட்பால் , வினைத்திட்பம் ,"வினைத்திட்பம்	என்பது	ஒருவன்	மனத்திட்பம்			மற்றைய	எல்லாம்	பிற.	",What men call 'power in action' know for 'power of mind' Externe to man all other aids you find. 
பொருட்பால் , வினைத்திட்பம் ,"ஊறொரால்	உற்றபின்	ஒல்காமை	இவ்விரண்டின்			ஆறென்பர்	ஆய்ந்தவர்	கோள்.	","'Each hindrance shun', 'unyielding onward press, If obstacle be there,' These two define your way, so those that search out truth declare. "
பொருட்பால் , வினைத்திட்பம் ,"கடைக்கொட்கச்	செய்தக்க	தாண்மை	இடைக்கொட்கின்			எற்றா	விழுமந்	தரும்.	",Man's fitting work is known but by success achieved; In midst the plan revealed brings ruin ne'er to be retrieved. 
பொருட்பால் , வினைத்திட்பம் ,"சொல்லுதல்	யார்க்கும்	எளிய	அரியவாம்			சொல்லிய	வண்ணம்	செயல்.	",Easy to every man the speech that shows the way; Hard thing to shape one's life by words they say! 
பொருட்பால் , வினைத்திட்பம் ,"வீறெய்தி	மாண்டார்	வினைத்திட்பம்	வேந்தன்கண்			ஊறெய்தி	உள்ளப்	படும்.	","The power in act of men renowned and great, With king acceptance finds and fame through all the state. "
பொருட்பால் , வினைத்திட்பம் ,"எண்ணிய	எண்ணியாங்கு	எய்து	எண்ணியார்			திண்ணியர்	ஆகப்	பெறின்.	","Whate'er men think, ev'n as they think, may men obtain, If those who think can steadfastness of will retain. "
பொருட்பால் , வினைத்திட்பம் ,"உருவுகண்டு	எள்ளாமை	வேண்டும்	உருள்பெருந்தேர்க்கு			அச்சாணி	அன்னார்	உடைத்து.	","Despise not men of modest bearing; Look not at form, but what men are: For some there live, high functions sharing, Like linch-pin of the mighty car! "
பொருட்பால் , வினைத்திட்பம் ,"கலங்காது	கண்ட	வினைக்கண்	துளங்காது			தூக்கங்	கடிந்து	செயல்.	","What clearly eye discerns as right, with steadfast will, And mind unslumbering, that should man fulfil. "
பொருட்பால் , வினைத்திட்பம் ,"துன்பம்	உறவரினும்	செய்க	துணிவாற்றி			இன்பம்	பயக்கும்	வினை.	","Though toil and trouble face thee, firm resolve hold fast, And do the deeds that pleasure yield at last. "
பொருட்பால் , வினைத்திட்பம் ,"எனைத்திட்பம்	எய்தியக்	கண்ணும்	வினைத்திட்பம்			வேண்டாரை	வேண்டாது	உலகு.	","The world desires not men of every power possessed, Who power in act desire not,- crown of all the rest. "
பொருட்பால் , வினைசெயல்வகை ,"சூழ்ச்சி	முடிவு	துணிவெய்தல்	அத்துணிவு			தாழ்ச்சியுள்	தங்குதல்	தீது.	","Resolve is counsel's end, If resolutions halt In weak delays, still unfulfilled, 'tis grievous fault. "
பொருட்பால் , வினைசெயல்வகை ,"தூங்குக	தூங்கிச்	செயற்பால	தூங்கற்க			தூங்காது	செய்யும்	வினை.	",Slumber when sleepy work's in hand: beware Thou slumber not when action calls for sleepless care! 
